,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,period
1203,600684,珠江实业,0.42,-10.64,,13.16,,35978.32,7.99,10派0.5,03-31,2017_4
1204,300190,维尔利,0.32,33.33,,4.27,,13870.31,49.54,10派1转8,03-31,2017_4
1205,000516,国际医学,0.1,0.0,,5.57,,19839.08,-1.59,,03-31,2017_4
1206,002109,兴化股份,0.29,635.25,,6.39,,20641.3,635.03,10转5,03-31,2017_4
1207,600856,中天能源,0.43,13.16,,14.93,,52584.19,20.93,10派1.2,03-31,2017_4
1208,603578,三星新材,0.66,-8.33,,12.82,,5535.75,16.04,,03-31,2017_4
1209,002385,大北农,0.31,40.91,,13.16,,126521.19,43.34,10派0.8,03-31,2017_4
1210,600085,同仁堂,0.74,9.12,,12.55,,101738.15,9.02,10派2.5,03-31,2017_4
1211,002061,浙江交科,0.87,625.0,,26.4,,110680.66,1569.9,10派1,03-31,2017_4
1212,002116,中国海诚,0.48,45.45,,16.2,,20069.38,49.47,10派2.2,03-31,2017_4
1213,600350,山东高速,0.55,-14.33,,10.29,,264418.2,-14.41,10派1.78,03-31,2017_4
1214,002742,三圣股份,0.42,-23.64,,13.33,,18033.07,52.93,10派0.7,03-31,2017_4
1215,300324,旋极信息,0.34,-9.1,,7.78,,38929.22,3.18,10派0.7转5,03-31,2017_4
1216,002799,环球印务,0.15,-51.61,,4.37,,2260.87,-15.63,,03-31,2017_4
1217,300375,鹏翎股份,0.65,-24.42,,8.85,,11925.47,-24.19,10派3转8,03-31,2017_4
1218,002314,南山控股,0.34,21.43,,11.1,,64185.7,21.8,,03-31,2017_4
1219,300147,香雪制药,0.1,0.0,,1.92,,6593.92,-0.13,10派0.3,03-31,2017_4
1220,000531,穗恒运A,0.27,-67.88,,4.71,,18423.96,-67.87,10派1,03-31,2017_4
1221,600966,博汇纸业,0.64,325.23,,18.87,,85613.6,325.26,,03-31,2017_4
1222,002324,普利特,0.64,-37.86,,7.92,,17423.21,-37.31,10派1转5,03-31,2017_4
1223,000927,一汽夏利,-1.03,-1110.22,,-186.83,,-164053.54,-1110.64,,03-31,2017_4
1224,300044,赛为智能,0.49,63.47,,13.94,,18192.03,80.44,10派0.5转8,03-31,2017_4
1225,000958,东方能源,0.08,-84.31,,2.58,,6769.96,-76.05,10派0.5,03-31,2017_4
1226,002471,中超控股,0.07,-25.25,,4.52,,8371.84,-25.22,10派0.1,03-31,2017_4
1227,601933,永辉超市,0.19,35.71,,9.32,,181679.41,46.28,10派1.5,03-31,2017_4
1228,603990,麦迪科技,0.64,-14.67,,12.39,,5111.09,13.06,,03-31,2017_4
1229,300107,建新股份,0.16,279.29,,9.22,,8707.57,282.7,10派1.5,03-31,2017_4
1230,603029,天鹅股份,0.12,-63.64,,1.56,,1102.71,-60.81,,03-31,2017_4
1231,002134,天津普林,0.06,-115.0,,3.29,,1419.06,-114.36,,03-31,2017_4
1232,603363,傲农生物,0.29,16.0,,18.52,,10811.89,18.32,,03-31,2017_4
1233,600630,龙头股份,0.3,500.0,,7.3,,12850.67,518.47,10派0.91,03-31,2017_4
1234,601968,宝钢包装,0.01,0.0,,0.33,,663.13,-32.92,,03-31,2017_4
1235,000993,闽东电力,0.06,-14.29,,1.37,,2258.89,-14.21,,03-31,2017_4
1236,300719,安达维尔,0.69,-5.32,,18.57,,8979.44,-1.52,,03-31,2017_4
1237,002140,东华科技,-0.14,-177.78,,-3.16,,-6313.58,-177.18,,03-31,2017_4
1238,603377,东方时尚,0.56,-6.67,,14.03,,23494.58,-4.47,10派3转4,03-31,2017_4
1239,000623,吉林敖东,1.6,-15.34,,9.59,,186347.14,11.82,10派3,03-31,2017_4
1240,600861,北京城乡,0.27,-4.5,,3.56,,8473.24,-4.5,10派0.85,03-31,2017_4
1241,300342,天银机电,0.45,-13.46,,14.93,,19056.99,15.3,10派1.5,03-31,2017_4
1242,002798,帝王洁具,0.63,-3.08,,8.85,,5452.51,7.69,,03-31,2017_4
1243,603725,天安新材,0.45,-30.77,,10.22,,5531.35,-23.05,10派1.2,03-31,2017_4
1244,300437,清水源,0.52,125.96,,9.47,,11325.89,150.37,10派1.1,03-31,2017_4
1245,002365,永安药业,0.71,113.15,,9.92,,13315.07,113.74,10派1转5,03-31,2017_4
1246,000890,法尔胜,0.38,2.7,,17.92,,14313.67,1.27,,03-31,2017_4
1247,600135,乐凯胶片,0.16,43.97,,3.53,,5923.8,43.98,10派0.48,03-31,2017_4
1248,002019,亿帆医药,1.15,79.69,,27.87,,130510.35,85.18,10派1,03-31,2017_4
1249,300244,迪安诊断,0.64,33.33,,15.97,,34959.3,33.05,10派0.25,03-31,2017_4
1250,600300,维维股份,0.05,36.75,,3.4,,9151.17,30.5,10派0.3,03-31,2017_4
1251,002148,北纬科技,0.24,-22.58,,11.42,,12966.22,64.48,10派0.8,03-31,2017_4
1252,600812,华北制药,0.01,-63.64,,0.35,,1875.97,-65.52,10派0.1,03-31,2017_4
1253,600329,中新药业,0.62,12.73,,11.05,,47607.98,12.7,10派2,03-31,2017_4
1254,002184,海得控制,0.06,2.76,,1.31,,1452.89,8.21,10派1,03-31,2017_4
1255,002725,跃岭股份,0.1,-64.29,,1.76,,1592.94,-64.84,10转6,03-31,2017_4
1256,300305,裕兴股份,0.24,-4.24,,4.84,,6895.82,-4.55,10派0.57,03-31,2017_4
1257,300019,硅宝科技,0.16,-43.13,,7.1,,5200.52,-42.63,10派1,03-31,2017_4
1258,600076,康欣新材,0.45,21.5,,14.75,,46630.62,21.47,10派1.1,03-31,2017_4
1259,002492,恒基达鑫,0.16,-2.37,,5.47,,6496.12,46.41,10派0.5,03-31,2017_4
1260,603377,东方时尚,0.56,-6.67,,14.03,,23494.58,-4.47,10派3转4,03-31,2017_4
1261,000623,吉林敖东,1.6,-15.34,,9.59,,186347.14,11.82,10派3,03-31,2017_4
1262,600861,北京城乡,0.27,-4.5,,3.56,,8473.24,-4.5,10派0.85,03-31,2017_4
1263,300019,硅宝科技,0.16,-43.13,,7.1,,5200.52,-42.63,10派1,03-31,2017_4
1264,600076,康欣新材,0.45,21.5,,14.75,,46630.62,21.47,10派1.1,03-31,2017_4
1265,002492,恒基达鑫,0.16,-2.37,,5.47,,6496.12,46.41,10派0.5,03-31,2017_4
1266,600682,南京新百,0.68,41.67,,10.41,,73623.22,84.12,10派0.9,03-31,2017_4
1267,002598,山东章鼓,0.22,24.47,,9.17,,6951.04,24.43,,03-31,2017_4
1268,002106,莱宝高科,0.2,-33.33,,3.82,,14090.45,-33.46,10派1,03-31,2017_4
1269,300252,金信诺,0.29,-38.3,,5.81,,13012.35,-33.42,10派0.6转3,03-31,2017_4
1270,600329,中新药业,0.62,12.73,,11.05,,47607.98,12.7,10派2,03-31,2017_4
1271,002184,海得控制,0.06,2.76,,1.31,,1452.89,8.21,10派1,03-31,2017_4
1272,002725,跃岭股份,0.1,-64.29,,1.76,,1592.94,-64.84,,03-31,2017_4
1273,300305,裕兴股份,0.24,-4.24,,4.84,,6895.82,-4.55,10派0.57,03-31,2017_4
1274,600973,宝胜股份,0.07,-76.17,,2.4,,8623.74,-67.54,10派0.22,03-31,2017_4
1275,600081,东风科技,0.44,19.35,,11.6,,13923.92,19.35,10派1.35,03-31,2017_4
1276,600689,上海三毛,0.1,-78.26,2.28,4.69,,2070.27,-77.62,10派0.15,03-31,2017_4
1277,002032,苏泊尔,1.6,-6.48,,26.87,,130760.66,21.35,10派7.2,03-31,2017_4
1278,600713,南京医药,0.27,32.84,,8.83,,23927.15,32.73,10派0.9,03-31,2017_4
1279,000333,美的集团,2.66,16.16,,25.88,,1728368.9,17.7,10派12,03-31,2017_4
1280,300194,福安药业,0.24,-64.71,,7.02,,28481.47,28.32,10派1,03-31,2017_4
1281,300259,新天科技,0.3,36.36,,9.05,,16095.77,52.86,,03-31,2017_4
1282,600365,通葡股份,0.02,100.0,,0.88,,606.37,192.83,,03-31,2017_4
1283,002285,世联行,0.49,32.43,,21.85,,100388.35,34.35,10派0.8,03-31,2017_4
1284,600455,博通股份,0.07,-143.75,,3.48,,439.45,-143.99,,03-31,2017_4
1285,000792,盐湖股份,-1.49,-912.68,,-17.34,,-415923.79,-1318.77,,03-31,2017_4
1286,603788,宁波高发,1.59,40.71,,19.52,,23300.58,48.28,,03-31,2017_4
1287,000089,深圳机场,0.32,17.57,,6.05,,66136.17,17.59,10派1.1,03-31,2017_4
1288,300629,新劲刚,0.39,-27.78,,7.98,,2464.38,-8.1,,03-31,2017_4
1289,600718,东软集团,0.86,-43.05,,12.78,,105848.84,-42.81,10派0.9,03-31,2017_4
1290,000404,华意压缩,0.15,-66.28,,3.41,,9712.36,-61.5,10派0.26,03-31,2017_4
1291,300223,北京君正,0.04,-8.02,,0.59,,650.11,-7.81,10派0.2转2,03-31,2017_4
1292,600428,中远海特,0.11,362.5,,2.52,,23756.05,372.65,10派0.2,03-31,2017_4
1293,600493,凤竹纺织,0.09,-55.98,,3.59,,2482.78,-56.0,10派0.3,03-31,2017_4
1294,601128,常熟银行,0.57,11.76,,12.52,,126429.5,21.51,10派1.8,03-31,2017_4
1295,600006,东风汽车,0.1,-8.23,,3.05,,20070.49,-8.29,10派0.303,03-31,2017_4
1296,600056,中国医药,1.22,31.57,,17.7,,129852.44,36.96,10派3.6459,03-31,2017_4
1297,600121,郑州煤电,0.62,-199.63,,20.44,,62744.6,-199.63,,03-31,2017_4
1298,300128,锦富技术,0.07,-14.25,,2.93,,5848.44,53.1,10派0.1转3,03-31,2017_4
1299,002541,鸿路钢构,0.6,22.45,,5.33,,20951.33,43.74,10派0.65转5,03-31,2017_4
1300,600200,江苏吴中,0.19,76.19,,4.54,,13310.53,85.21,10派0.56,03-31,2017_4
1301,603228,景旺电子,1.62,8.72,,21.5,,65973.51,22.75,,03-31,2017_4
1302,600439,瑞贝卡,0.19,4.45,,8.92,,21511.74,25.35,10派0.5,03-31,2017_4
1303,601000,唐山港,0.32,-3.03,,10.33,,146334.0,10.84,10派0.8送3,03-31,2017_4
1304,000785,武汉中商,1.42,14100.0,,37.49,,35753.53,17416.64,10派2,03-31,2017_4
1305,601558,ST锐电,0.02,-103.92,,9.27,,11479.62,-103.7,,03-31,2017_4
1306,600106,重庆路桥,0.28,-15.15,,7.96,,28026.36,-5.08,10派0.85送1,03-31,2017_4
1307,002612,朗姿股份,0.47,14.37,,7.37,,18757.13,14.36,,03-31,2017_4
1308,300215,电科院,0.17,70.0,,6.49,,12580.87,78.02,,03-31,2017_4
1309,000544,中原环保,0.5,0.0,,6.05,,32235.35,8.35,10派3.5转5,03-31,2017_4
1310,600917,重庆燃气,0.23,-4.17,,9.9,,36342.92,-2.1,10派1.3,03-31,2017_4
1311,600561,江西长运,0.09,-121.95,,1.45,,2035.14,-120.84,10派0.3,03-31,2017_4
1312,002408,齐翔腾达,0.48,71.43,,13.61,,84961.2,69.07,10派1.2,03-31,2017_4
1313,002430,杭氧股份,0.41,-220.59,,9.13,,36070.4,-227.63,10派0.75,03-31,2017_4
1314,600605,汇通能源,0.2,18.45,,5.0,,2937.53,18.34,10派0.6,03-31,2017_4
1315,002016,世荣兆业,1.13,875.28,,44.17,,91298.16,875.09,10派7.2,03-31,2017_4
1316,603156,养元饮品,4.67,-15.72,,38.77,,230987.87,-15.72,,03-31,2017_4
1317,600248,延长化建,0.22,9.23,,6.75,,13414.5,9.22,10派0.5,03-31,2017_4
1318,600760,中航沈飞,0.51,537.5,,13.67,,70677.61,2445.55,,03-31,2017_4
1319,600343,航天动力,0.02,-46.88,,0.72,,1575.49,-46.88,,03-31,2017_4
1320,600141,兴发集团,0.52,202.94,,5.35,,32099.78,214.65,10派2转2,03-31,2017_4
1321,002024,苏宁易购,0.45,462.5,,5.76,,421251.6,498.02,10派1,03-31,2017_4
1322,300633,开立医疗,0.49,36.11,,20.26,,19002.31,47.39,,03-31,2017_4
1323,600278,东方创业,0.33,13.79,,4.77,,17344.24,16.51,10派1,03-31,2017_4
1324,002152,广电运通,0.37,-31.48,,10.29,,89948.5,6.58,10派2,03-31,2017_4
1325,603357,设计总院,1.04,30.0,,23.59,,28883.44,47.54,10派2.7,03-31,2017_4
1326,002187,广百股份,0.51,10.87,,6.7,,17387.25,10.29,10派3,03-31,2017_4
1327,600499,科达洁能,0.34,56.28,,11.27,,47889.13,57.9,10派0.5,03-31,2017_4
1328,600061,国投资本,0.68,-1.45,,9.13,,258969.17,1.09,10派0.62,03-31,2017_4
1329,002421,达实智能,0.16,12.53,,10.58,,31182.58,13.19,10派0.3,03-31,2017_4
1330,603901,永创智能,0.16,-27.27,,7.17,,6584.83,-25.74,10派0.5,03-31,2017_4
1331,603006,联明股份,0.6,-11.76,,12.96,,11362.72,-12.0,,03-31,2017_4
1332,300110,华仁药业,0.04,9.09,,2.54,,3753.5,56.75,10派0.2,03-31,2017_4
1333,002030,达安基因,0.12,-20.0,,5.29,,8644.78,-18.97,10派0.25送1,03-31,2017_4
1334,300639,凯普生物,1.13,0.0,,11.83,,9321.0,22.49,,03-31,2017_4
1335,300213,佳讯飞鸿,0.2,-48.72,,6.58,,11621.08,12.6,10派0.5,03-31,2017_4
1336,603313,梦百合,0.65,-36.89,,9.9,,15584.86,-22.23,,03-31,2017_4
1337,600833,第一医药,0.19,-9.52,,6.06,,4347.68,-5.56,10派0.6,03-31,2017_4
1338,002762,金发拉比,0.45,25.0,,9.92,,9156.71,25.86,10派1.5转7.5,03-31,2017_4
1339,000722,湖南发展,0.19,-36.67,,3.24,,8900.81,-36.65,10派0.5,03-31,2017_4
1340,603717,天域生态,0.75,-11.69,,11.14,,12132.8,10.39,,03-31,2017_4
1341,000969,安泰科技,0.06,-26.78,,1.3,,5916.97,-25.13,10派0.3,03-31,2017_4
1342,600131,岷江水电,0.16,-51.52,,7.46,,8002.24,-51.23,10派0.5,03-31,2017_4
1343,600667,太极实业,0.2,42.86,,7.11,,41779.0,79.68,10派1,03-31,2017_4
1344,002532,新界泵业,0.25,-30.56,,9.56,,12970.97,11.2,10派2,03-31,2017_4
1345,002561,徐家汇,0.57,-1.72,,11.34,,23719.4,-1.77,10派3.6,03-31,2017_4
1346,600757,长江传媒,0.51,4.08,,10.5,,61336.58,3.58,10派1,03-31,2017_4
1347,603336,宏辉果蔬,0.47,-20.34,,8.36,,6332.61,4.47,10派2转3,03-30,2017_4
1348,002211,宏达新材,0.05,66.67,,2.6,,2042.69,85.05,,03-30,2017_4
1349,603528,多伦科技,0.16,-89.91,,7.48,,10193.06,-66.99,,03-30,2017_4
1350,600396,金山股份,-0.61,-4265.75,,-28.43,,-89567.58,-4277.11,,03-30,2017_4
1351,601016,节能风电,0.1,5.49,,6.15,,39902.87,111.58,10派0.44,03-30,2017_4
1352,603800,道森股份,0.14,-148.7,,3.18,,2923.46,-148.69,,03-30,2017_4
1353,000921,海信科龙,1.47,83.75,,35.12,,199753.01,83.64,10派4.4,03-30,2017_4
1354,002241,歌尔股份,0.68,-37.04,,16.58,,213922.62,29.53,10派1,03-30,2017_4
1355,603556,海兴电力,1.5,-17.13,,12.64,,56285.2,7.98,10派3转3,03-30,2017_4
1356,603607,京华激光,1.15,16.16,,21.22,,8263.34,23.14,,03-30,2017_4
1357,300406,九强生物,0.55,0.0,,19.06,,27315.14,0.55,10派1.5,03-30,2017_4
1358,601038,一拖股份,0.06,-74.52,,1.17,,5651.42,-74.7,,03-30,2017_4
1359,300427,红相股份,0.38,46.15,,11.19,,11795.0,59.79,10派0.73,03-30,2017_4
1360,603757,大元泵业,2.51,28.06,,31.65,,17943.08,46.02,,03-30,2017_4
1361,600576,祥源文化,0.14,-17.65,,4.88,,9141.58,-15.95,,03-30,2017_4
1362,300516,久之洋,0.37,-71.76,,3.84,,4454.2,-68.39,,03-30,2017_4
1363,000928,中钢国际,0.33,-58.03,,9.37,,41775.89,-18.47,10派1.2,03-30,2017_4
1364,600104,上汽集团,2.96,1.93,,16.87,,3441033.95,7.5,10派18.3,03-30,2017_4
1365,000959,首钢股份,0.42,451.32,,8.7,,221065.11,451.33,,03-30,2017_4
1366,600621,华鑫股份,0.77,165.52,,13.47,,77459.31,402.28,10派2.2,03-30,2017_4
1367,603993,洛阳钼业,0.14,133.33,,9.89,,272779.62,173.32,10派0.76,03-30,2017_4
1368,600125,铁龙物流,0.25,36.76,,6.44,,33080.08,36.94,10派0.8,03-30,2017_4
1369,600658,电子城,0.64,0.0,,8.25,,50849.07,21.08,10派1.91送4,03-30,2017_4
1370,603030,全筑股份,0.31,-49.35,,10.9,,16475.56,64.11,10派0.35,03-30,2017_4
1371,300619,金银河,0.66,-14.29,,12.88,,4746.46,10.08,,03-30,2017_4
1372,002606,大连电瓷,0.15,-68.09,,6.87,,5931.23,-37.01,10派0.15,03-30,2017_4
1373,300684,中石科技,1.26,123.08,,22.24,,8224.4,123.06,10派1.9,03-30,2017_4
1374,000541,佛山照明,0.58,-30.96,,15.14,,74030.87,-30.96,10派3.29转1,03-30,2017_4
1375,600283,钱江水利,0.21,23.53,,4.09,,7259.03,23.14,,03-30,2017_4
1376,600908,无锡银行,0.54,3.85,,11.04,3.37,99494.8,11.45,10派1.5,03-30,2017_4
1377,600416,湘电股份,0.1,-41.18,,1.36,,9119.73,-34.29,10派0.3,03-30,2017_4
1378,603667,五洲新春,0.49,-10.91,,8.42,,9873.49,11.32,,03-30,2017_4
1379,000789,万年青,0.75,101.77,,15.61,,46262.82,101.8,10派3.5,03-30,2017_4
1380,600016,民生银行,1.35,3.05,10.12,14.03,-7.05,4981300.0,4.12,10派0.3送2转2,03-30,2017_4
1381,002917,金奥博,0.74,-25.25,,22.19,,6251.66,1.2,10派2,03-30,2017_4
1382,600582,天地科技,0.23,1.33,,6.5,,94200.64,1.09,10派0.5,03-30,2017_4
1383,002428,云南锗业,0.01,-106.25,,0.57,,846.44,-108.2,,03-30,2017_4
1384,601727,上海电气,0.19,21.79,,5.32,,265957.6,29.09,10派0.9195,03-30,2017_4
1385,300523,辰安科技,0.63,-45.52,,10.95,,9101.31,14.69,,03-30,2017_4
1386,002457,青龙管业,0.06,0.0,,1.07,,1926.76,-9.15,10派1,03-30,2017_4
1387,600635,大众公用,0.16,-27.27,,6.56,,47413.34,-13.42,10派0.6,03-30,2017_4
1388,002480,新筑股份,0.02,-33.45,,0.54,,1245.64,-33.4,10派0.2,03-30,2017_4
1389,300115,长盈精密,0.63,-17.11,,13.69,,57096.55,-16.49,10派1,03-30,2017_4
1390,600187,国中水务,0.01,0.0,,0.55,,1783.38,10.16,,03-30,2017_4
1391,300722,新余国科,0.73,28.07,,19.46,,4474.17,30.69,,03-30,2017_4
1392,002208,合肥城建,0.41,20.59,,7.87,,13276.56,22.07,10派1,03-30,2017_4
1393,000705,浙江震元,0.18,28.57,,4.59,,6108.25,34.91,,03-30,2017_4
1394,600958,东方证券,0.57,39.02,,8.62,,355362.64,53.57,10派2,03-30,2017_4
1395,000798,中水渔业,0.17,52.15,,6.58,,5425.06,52.15,,03-30,2017_4
1396,002367,康力电梯,0.41,-26.88,,8.96,,32616.1,-23.09,10派1.5,03-30,2017_4
1397,601225,陕西煤业,1.04,271.43,,26.59,,1044940.0,279.3,10派4.18,03-30,2017_4
1398,600022,山东钢铁,0.18,-346.91,,11.32,,192445.25,-420.8,,03-30,2017_4
1399,601375,中原证券,0.11,-50.0,,4.24,,44198.26,-38.5,10派0.35,03-30,2017_4
1400,601618,中国中冶,0.26,4.0,,8.44,,606148.8,12.75,10派0.68,03-30,2017_4
1401,000920,南方汇通,0.27,17.39,,14.03,,11445.36,16.01,10派0.5,03-30,2017_4
1402,601800,中国交建,1.21,24.74,,12.95,,2058077.8,22.92,10派2.419,03-30,2017_4
1403,600611,大众交通,0.37,53.79,,9.55,,87260.23,56.14,10派1.2,03-30,2017_4
1404,300653,正海生物,0.86,13.16,,16.63,,6166.96,35.63,10派5,03-30,2017_4
1405,002076,雪莱特,0.08,-27.47,,5.39,,5587.02,37.94,,03-30,2017_4
1406,600252,中恒集团,0.17,21.43,,11.08,,60491.5,23.61,10派0.6,03-30,2017_4
1407,600889,南京化纤,-0.99,-429.0,,-22.95,,-30295.09,-433.53,,03-30,2017_4
1408,600403,大有能源,0.2,-124.39,,7.01,,48039.15,-124.48,10派0.61,03-30,2017_4
1409,300403,地尔汉宇,0.48,-66.42,,11.24,,16074.1,-16.09,10派1.6转8,03-30,2017_4
1410,601028,玉龙股份,0.1,-112.41,,4.01,,7967.79,-112.44,,03-30,2017_4
1411,603698,航天工程,0.47,17.5,,7.96,,19249.41,17.47,10派1.41,03-30,2017_4
1412,600008,首创股份,0.13,0.24,,5.8,,61200.88,0.18,10派0.8,03-30,2017_4
1413,300445,康斯特,0.32,18.51,,12.11,,5301.37,20.27,10派0.8,03-30,2017_4
1414,000875,吉电股份,-0.16,-1897.75,,-4.54,,-33953.39,-2710.81,,03-30,2017_4
1415,600549,厦门钨业,0.57,320.68,,9.24,,61837.84,320.66,10派2转3,03-30,2017_4
1416,002396,星网锐捷,0.85,43.91,,15.44,,47230.28,47.85,10派1.5,03-30,2017_4
1417,600059,古越龙山,0.2,33.33,,4.19,,16434.44,34.57,10派1,03-30,2017_4
1418,300562,乐心医疗,0.09,-94.92,,3.52,,1784.07,-77.84,,03-30,2017_4
1419,002053,云南能投,0.29,-39.98,,7.04,,16212.8,-39.98,10派1,03-30,2017_4
1420,300658,延江股份,1.01,-15.13,,17.08,,9013.0,0.79,,03-30,2017_4
1421,600744,华银电力,-0.65,-690.91,,-32.47,,-115714.34,-715.42,,03-30,2017_4
1422,600769,祥龙电业,0.01,180.0,,11.05,,511.71,185.56,,03-30,2017_4
1423,603309,维力医疗,0.32,-20.0,,7.38,,6455.71,-18.54,10派1.5,03-30,2017_4
1424,002334,英威腾,0.3,220.69,,12.94,,22585.5,231.81,10派1.5,03-30,2017_4
1425,601186,中国铁建,1.16,12.62,,12.16,,1605723.5,14.7,10派1.8,03-30,2017_4
1426,601717,郑煤机,0.17,339.47,,2.72,,28425.08,358.49,10派0.5,03-30,2017_4
1427,600692,亚通股份,0.18,35.52,,9.59,,6389.09,35.59,,03-30,2017_4
1428,002037,久联发展,0.23,21.05,,3.75,,7677.4,23.95,10派0.47,03-30,2017_4
1429,600754,锦江股份,0.92,15.09,,6.88,,88175.85,26.95,10派5.6,03-30,2017_4
1430,300692,中环环保,0.57,-1.72,,9.41,,5068.88,9.74,,03-30,2017_4
1431,600775,南京熊猫,0.12,-9.96,,3.2,,10738.21,-9.94,10派0.7,03-30,2017_4
1432,000585,*ST东电,-0.45,295.08,,,,-39705.76,299.08,,03-30,2017_4
1433,600422,昆药集团,0.42,-18.65,,9.15,,33009.66,-18.95,,03-30,2017_4
1434,002821,凯莱英,1.51,-45.09,,17.93,,34128.77,35.04,,03-30,2017_4
1435,603636,南威软件,0.25,-50.98,,11.01,,10302.55,100.15,10派2,03-30,2017_4
1436,600643,爱建集团,0.58,33.56,,12.27,,82977.22,33.73,10派1.2,03-30,2017_4
1437,601992,金隅集团,0.27,8.0,,6.26,,283666.49,5.58,10派0.48,03-30,2017_4
1438,603098,森特股份,0.5,-18.03,,12.36,,20040.68,-3.13,,03-30,2017_4
1439,002238,天威视讯,0.38,-22.45,,8.68,,23557.5,-22.16,10派2.5,03-30,2017_4
1440,002606,大连电瓷,0.15,-68.09,,6.87,,5931.23,-37.01,10派0.15,03-30,2017_4
1441,300684,中石科技,1.26,123.08,,22.24,,8224.4,123.06,10派1.9,03-30,2017_4
1442,000541,佛山照明,0.58,-30.96,,15.14,,74030.87,-30.96,10派3.29转1,03-30,2017_4
1443,600283,钱江水利,0.21,23.53,,4.09,,7259.03,23.14,,03-30,2017_4
1444,002241,歌尔股份,0.68,-37.04,,16.58,,213922.62,29.53,10派1,03-30,2017_4
1445,603556,海兴电力,1.5,-17.13,,12.64,,56285.2,7.98,,03-30,2017_4
1446,603607,京华激光,1.15,16.16,,21.22,,8263.34,23.14,,03-30,2017_4
1447,300406,九强生物,0.55,0.0,,19.06,,27315.14,0.55,10派1.5,03-30,2017_4
1448,601038,一拖股份,0.06,-74.52,,1.17,,5651.42,-74.7,,03-30,2017_4
1449,300427,红相股份,0.38,46.15,,11.19,,11795.0,59.79,10派0.73,03-30,2017_4
1450,600016,民生银行,1.35,3.05,10.12,14.03,-7.05,4981300.0,4.12,10派0.3送2转2,03-30,2017_4
1451,002917,金奥博,0.74,-25.25,,22.19,,6251.66,1.2,10派2,03-30,2017_4
1452,600582,天地科技,0.23,1.33,,6.5,,94200.64,1.09,10派0.5,03-30,2017_4
1453,002428,云南锗业,0.01,-106.25,,0.57,,846.44,-108.2,,03-30,2017_4
1454,601727,上海电气,0.19,21.79,,5.32,,265957.6,29.09,10派0.9195,03-30,2017_4
1455,300523,辰安科技,0.63,-45.52,,10.95,,9101.31,14.69,,03-30,2017_4
1456,002457,青龙管业,0.06,0.0,,1.07,,1926.76,-9.15,10派1,03-30,2017_4
1457,600635,大众公用,0.16,-27.27,,6.56,,47413.34,-13.42,10派0.6,03-30,2017_4
1458,002480,新筑股份,0.02,-33.45,,0.54,,1245.64,-33.4,10派0.2,03-30,2017_4
1459,300115,长盈精密,0.63,-17.11,,13.69,,57096.55,-16.49,10派1,03-30,2017_4
1460,600187,国中水务,0.01,0.0,,0.55,,1783.38,10.16,,03-30,2017_4
1461,300722,新余国科,0.73,28.07,,19.46,,4474.17,30.69,,03-30,2017_4
1462,600908,无锡银行,0.54,3.85,,11.04,3.37,99494.8,11.45,10派1.5,03-30,2017_4
1463,600416,湘电股份,0.1,-41.18,,1.36,,9119.73,-34.29,10派0.3,03-30,2017_4
1464,603667,五洲新春,0.49,-10.91,,8.42,,9873.49,11.32,,03-30,2017_4
1465,000789,万年青,0.75,101.77,,15.61,,46262.82,101.8,10派3.5,03-30,2017_4
1466,002367,康力电梯,0.41,-26.88,,8.96,,32616.1,-23.09,10派1.5,03-30,2017_4
1467,601225,陕西煤业,1.04,271.43,,26.59,,1044940.0,279.3,10派4.18,03-30,2017_4
1468,600022,山东钢铁,0.18,-346.91,,11.32,,192445.25,-420.8,,03-30,2017_4
1469,601375,中原证券,0.11,-50.0,,4.24,,44198.26,-38.5,10派0.35,03-30,2017_4
1470,601618,中国中冶,0.26,4.0,,8.44,,606148.8,12.75,10派0.68,03-30,2017_4
1471,000920,南方汇通,0.27,17.39,,14.03,,11445.36,16.01,10派0.5,03-30,2017_4
1472,601800,中国交建,1.21,24.74,,12.95,,2058077.8,22.92,10派2.419,03-30,2017_4
1473,600611,大众交通,0.37,53.79,,9.55,,87260.23,56.14,10派1.2,03-30,2017_4
1474,300653,正海生物,0.86,13.16,,16.63,,6166.96,35.63,10派5,03-30,2017_4
1475,002076,雪莱特,0.08,-27.47,,5.39,,5587.02,37.94,,03-30,2017_4
1476,600252,中恒集团,0.17,21.43,,11.08,,60491.5,23.61,10派0.6,03-30,2017_4
1477,002208,合肥城建,0.41,20.59,,7.87,,13276.56,22.07,10派1,03-30,2017_4
1478,000705,浙江震元,0.18,28.57,,4.59,,6108.25,34.91,,03-30,2017_4
1479,600958,东方证券,0.57,39.02,,8.62,,355362.64,53.57,10派2,03-30,2017_4
1480,000798,中水渔业,0.17,52.15,,6.58,,5425.06,52.15,,03-30,2017_4
1481,600008,首创股份,0.13,0.24,,5.8,,61200.88,0.18,10派0.8,03-30,2017_4
1482,300445,康斯特,0.32,18.51,,12.11,,5301.37,20.27,10派0.8,03-30,2017_4
1483,000875,吉电股份,-0.16,-1897.75,,-4.54,,-33953.39,-2710.81,,03-30,2017_4
1484,600549,厦门钨业,0.57,320.68,,9.24,,61837.84,320.66,10派2转3,03-30,2017_4
1485,002396,星网锐捷,0.85,43.91,,15.44,,47230.28,47.85,10派1.5,03-30,2017_4
