,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date,period
284,603165,荣晟环保,3.21,148.84,,43.74,,39868.23,224.8,,04-20,2017_4
285,300676,华大基因,1.05,14.13,,10.75,,39809.15,19.66,,04-20,2017_4
286,603500,祥和实业,0.76,-2.56,,16.43,,7792.13,5.12,,04-20,2017_4
287,300351,永贵电器,0.47,4.44,,6.61,,18124.84,12.31,10派0.75,04-20,2017_4
288,002831,裕同科技,2.33,-4.13,,20.15,,93190.1,6.53,10派6,04-20,2017_4
289,300470,日机密封,1.13,22.83,,12.79,,12004.48,22.8,10派2.5,04-20,2017_4
290,300072,三聚环保,1.43,3.62,,33.7,,253915.23,57.02,10派1转3,04-20,2017_4
291,000985,大庆华科,0.37,42.31,,8.88,,4815.51,44.43,10派1.85,04-20,2017_4
292,000023,深天地A,0.22,206.56,,7.63,,3050.08,206.47,10派0.5,04-20,2017_4
293,603066,音飞储存,0.28,-66.01,,10.02,,8333.42,1.84,10派0.56,04-20,2017_4
294,300636,同和药业,0.87,-10.43,,12.2,,6545.77,12.87,,04-20,2017_4
295,002575,群兴玩具,-0.04,-267.74,,-2.39,,-2141.28,-267.76,,04-20,2017_4
296,300737,科顺股份,0.48,-23.81,,16.15,,21768.0,-17.68,,04-20,2017_4
297,002733,雄韬股份,0.1,-72.97,,1.64,,3632.28,-69.74,10派0.5,04-20,2017_4
298,603399,吉翔股份,0.42,600.0,,11.1,,21965.09,647.76,10派0.61,04-20,2017_4
299,000720,*ST新能,-0.45,476.97,,-53.78,,-54895.63,722.95,,04-20,2017_4
300,002816,和科达,0.16,-57.89,,3.12,,1616.82,-46.5,10派0.26,04-20,2017_4
301,600446,金证股份,0.16,-43.84,,8.42,,13200.01,-43.85,10派0.31,04-20,2017_4
302,600475,华光股份,0.72,71.45,,9.04,,39859.09,269.44,10派1.2,04-20,2017_4
303,002864,盘龙药业,0.65,6.56,,11.98,,4371.9,10.6,10派1,04-20,2017_4
304,300431,暴风集团,0.17,-15.0,,5.97,,5513.93,4.41,10派0.14,04-20,2017_4
305,600015,华夏银行,1.48,-19.57,11.55,13.54,-6.85,1981900.0,0.72,10派1.51,04-20,2017_4
306,000882,华联股份,0.01,-85.8,,0.26,,1986.28,-82.87,10派0.03,04-20,2017_4
307,002478,常宝股份,0.17,-37.04,,4.97,,14367.55,30.98,10派1,04-20,2017_4
308,600159,大龙地产,0.03,-75.0,,0.95,,2109.12,-79.13,10派0.2,04-20,2017_4
309,600882,广泽股份,0.01,-86.88,,0.37,,427.86,-86.72,,04-20,2017_4
310,600456,宝钛股份,0.05,-41.77,,0.63,,2148.36,-41.72,10派0.5,04-20,2017_4
311,300415,伊之密,0.64,42.22,,28.95,,27548.83,153.1,10派1.8,04-20,2017_4
312,601369,陕鼓动力,0.15,-1.93,,3.97,,24108.13,0.63,10派1.55,04-20,2017_4
313,601789,宁波建工,0.22,9.49,,8.51,,21392.93,9.49,10派0.7,04-20,2017_4
314,300555,路通视信,0.22,-72.93,,7.3,,4493.5,-14.92,,04-20,2017_4
315,300095,华伍股份,0.14,4.43,,4.08,,5176.97,11.51,10派0.3,04-20,2017_4
316,300600,瑞特股份,1.1,-19.12,,12.99,,10777.48,5.97,,04-20,2017_4
317,600195,中牧股份,0.93,19.57,,11.11,,39987.41,19.57,10派3.26转4,04-20,2017_4
318,002216,三全食品,0.09,80.0,,3.69,,7201.92,82.45,10派0.2,04-20,2017_4
319,002748,世龙实业,0.63,43.81,,13.67,,15055.98,43.83,10派2,04-20,2017_4
320,601020,华钰矿业,0.58,61.11,,18.26,,30446.6,62.67,,04-20,2017_4
321,002908,德生科技,0.54,11.82,,13.8,,5752.06,18.03,10派2,04-20,2017_4
322,002927,泰永长征,0.99,10.0,,19.78,,6961.03,9.88,10派1.85转3,04-20,2017_4
323,000900,现代投资,0.57,-29.8,,10.56,,86493.23,5.26,10派1,04-20,2017_4
324,600595,中孚实业,-0.11,-466.67,,-4.0,,-18933.27,-426.44,,04-20,2017_4
325,002441,众业达,0.37,37.04,,5.73,,20062.3,39.92,10派1.2,04-20,2017_4
326,603028,赛福天,0.11,-26.67,,3.53,,2403.83,-22.76,,04-20,2017_4
327,600229,城市传媒,0.47,21.06,,14.83,,32936.38,21.05,10派1.5,04-20,2017_4
328,002082,万邦德,0.41,41.38,,7.03,,9821.34,40.84,,04-20,2017_4
329,000688,建新矿业,0.36,76.02,,21.04,,41239.36,75.99,10派1,04-20,2017_4
330,002787,华源控股,0.33,-56.58,,9.61,,9328.46,-13.24,,04-20,2017_4
331,600410,华胜天成,0.21,448.15,,4.7,,22802.79,536.96,10派0.63,04-20,2017_4
332,002275,桂林三金,0.79,17.91,,18.43,,46440.23,17.97,10派4,04-20,2017_4
333,300388,国祯环保,0.65,58.54,,12.07,,19417.49,49.57,10派1.5转8,04-20,2017_4
334,002402,和而泰,0.21,53.21,,15.41,,17810.37,48.84,10派0.25,04-20,2017_4
335,300497,富祥股份,1.63,1.24,,21.13,,17755.04,2.09,10派5转10,04-20,2017_4
336,601689,拓普集团,1.06,11.58,,14.42,,73800.03,19.87,,04-20,2017_4
337,600108,亚盛集团,0.05,29.64,,2.06,,9788.99,29.73,10派0.05,04-20,2017_4
338,603999,读者传媒,0.13,-54.83,,4.52,,7528.09,-10.65,10派0.4,04-20,2017_4
339,002556,辉隆股份,0.19,33.15,,6.06,,13661.97,33.15,10派0.7,04-20,2017_4
340,600732,ST新梅,0.14,211.87,,14.61,,6096.66,211.89,,04-20,2017_4
341,002613,北玻股份,-0.06,-289.22,,-4.02,,-5926.1,-345.91,,04-20,2017_4
342,600774,汉商集团,0.09,41.38,,2.84,,1646.67,41.42,10派0.3送3,04-20,2017_4
343,000545,金浦钛业,0.17,41.67,,8.49,,16582.78,37.27,10派0.5,04-20,2017_4
344,002673,西部证券,0.23,-42.75,,4.77,,75227.09,-33.11,10派0.7,04-20,2017_4
345,300321,同大股份,0.28,-26.13,,4.19,,2448.47,-26.12,10派0.6,04-20,2017_4
346,603630,拉芳家化,0.84,-26.32,,9.46,,13804.95,-7.64,,04-20,2017_4
347,000761,本钢板材,0.51,104.82,,11.84,,160011.02,104.81,10派0.5,04-20,2017_4
348,603678,火炬电子,0.52,-53.98,,9.8,,23677.43,22.38,10派1.58,04-20,2017_4
349,300481,濮阳惠成,0.46,12.2,,15.38,,7416.31,14.29,10派3.5转5,04-20,2017_4
350,002431,棕榈股份,0.21,133.33,,6.23,,30427.36,151.83,10派0.3,04-20,2017_4
351,001896,豫能控股,0.05,-91.26,,0.86,,5353.35,-88.36,,04-20,2017_4
352,300200,高盟新材,0.18,-33.33,,3.87,,4332.35,-23.8,10派2,04-20,2017_4
353,000529,广弘控股,0.27,50.0,,11.88,,15532.27,47.04,10派0.68,04-20,2017_4
354,300243,瑞丰高材,0.15,66.67,,6.18,,3061.93,71.91,10派0.5,04-20,2017_4
355,002682,龙洲股份,0.48,152.63,,7.12,,16719.77,232.32,10派0.9转5,04-20,2017_4
356,603331,百达精工,0.56,-3.45,,12.17,,6290.13,13.2,,04-20,2017_4
357,002183,怡亚通,0.28,12.0,,10.38,,59523.62,14.74,10派0.58,04-20,2017_4
358,002747,埃斯顿,0.11,-59.26,,6.27,,9305.4,35.67,10派0.72,04-20,2017_4
359,603496,恒为科技,0.86,3.97,,16.3,,7523.64,21.31,,04-20,2017_4
360,600774,汉商集团,0.09,41.38,,2.84,,1646.67,41.42,10派0.3送3,04-20,2017_4
361,000545,金浦钛业,0.17,41.67,,8.49,,16582.78,37.27,10派0.5,04-20,2017_4
362,002673,西部证券,0.23,-42.75,,4.77,,75227.09,-33.11,10派0.7,04-20,2017_4
363,000688,建新矿业,0.36,76.02,,21.04,,41239.36,75.99,10派1,04-20,2017_4
364,603630,拉芳家化,0.84,-26.32,,9.46,,13804.95,-7.64,,04-20,2017_4
365,000761,本钢板材,0.51,104.82,,11.84,,160011.02,104.81,10派0.5,04-20,2017_4
366,603678,火炬电子,0.52,-53.98,,9.8,,23677.43,22.38,10派1.58,04-20,2017_4
367,300481,濮阳惠成,0.46,12.2,,15.38,,7416.31,14.29,10派3.5转5,04-20,2017_4
368,002431,棕榈股份,0.21,133.33,,6.23,,30427.36,151.83,10派0.3,04-20,2017_4
369,001896,豫能控股,0.05,-91.26,,0.86,,5353.35,-88.36,,04-20,2017_4
370,300200,高盟新材,0.18,-33.33,,3.87,,4332.35,-23.8,10派2,04-20,2017_4
371,000529,广弘控股,0.27,50.0,,11.88,,15532.27,47.04,10派0.68,04-20,2017_4
372,300243,瑞丰高材,0.15,66.67,,6.18,,3061.93,71.91,10派0.5,04-20,2017_4
373,002682,龙洲股份,0.48,152.63,,7.12,,16719.77,232.32,10派0.9转5,04-20,2017_4
374,603331,百达精工,0.56,-3.45,,12.17,,6290.13,13.2,,04-20,2017_4
375,300321,同大股份,0.28,-26.13,,4.19,,2448.47,-26.12,10派0.6,04-20,2017_4
376,002827,高争民爆,0.6,-25.0,,14.42,,11128.49,0.86,,04-20,2017_4
377,603655,朗博科技,0.44,15.79,,11.71,,3527.06,16.86,,04-20,2017_4
378,600461,洪城水业,0.35,16.67,,8.74,,27396.95,17.9,,04-20,2017_4
379,603689,皖天然气,0.38,5.56,,7.06,,12440.34,35.29,10派1.2,04-20,2017_4
380,000925,众合科技,0.17,-150.6,,3.51,,6021.05,-155.94,10转4,04-20,2017_4
381,300582,英飞特,0.13,-80.88,,2.73,,2502.02,-62.59,10派0.21,04-20,2017_4
382,002006,精功科技,0.22,57.14,,10.16,,9914.48,57.73,10派0.2,04-20,2017_4
383,600706,曲江文旅,0.35,16.67,,6.81,,6242.92,16.91,,04-20,2017_4
384,000153,丰原药业,0.21,42.44,,5.53,,6534.81,42.57,,04-20,2017_4
385,603169,兰石重装,0.01,-45.0,,0.3,,898.87,-45.26,10派0.03,04-20,2017_4
386,002153,石基信息,0.39,8.33,,8.64,,41902.87,7.78,10派1,04-20,2017_4
387,002183,怡亚通,0.28,12.0,,10.38,,59523.62,14.74,10派0.58,04-20,2017_4
388,002747,埃斯顿,0.11,-59.26,,6.27,,9305.4,35.67,10派0.72,04-20,2017_4
389,603496,恒为科技,0.86,3.97,,16.3,,7523.64,21.31,,04-20,2017_4
390,000718,苏宁环球,0.38,7.14,,14.88,,114776.15,7.15,10派1,04-20,2017_4
391,002836,新宏泽,0.3,-64.29,,11.69,,4759.27,-5.4,10派2.5,04-20,2017_4
392,300408,三环集团,0.63,1.61,,19.58,,108344.34,2.29,10派2,04-20,2017_4
393,600552,凯盛科技,0.1,-48.78,,3.26,,7741.07,2.45,,04-20,2017_4
394,000908,景峰医药,0.18,-52.77,,6.89,,16208.56,-52.33,10派0.1,04-20,2017_4
395,002475,立讯精密,0.53,-11.67,,14.09,,169056.81,46.18,10派0.6转3,04-20,2017_4
396,000989,九芝堂,0.83,10.67,,16.69,,72141.98,10.68,10派4,04-20,2017_4
397,300622,博士眼镜,0.65,10.17,,13.4,,5219.66,38.14,10派2,04-20,2017_4
398,002580,圣阳股份,0.09,-62.5,,2.62,,3116.83,-42.13,,04-20,2017_4
399,000519,中兵红箭,0.09,-22.09,,1.62,,12021.1,-12.67,,04-20,2017_4
400,603260,合盛硅业,2.48,127.52,,42.12,,151697.24,132.81,,04-20,2017_4
401,002165,红宝丽,0.07,-68.18,,2.63,,4090.28,-67.74,10派0.6,04-20,2017_4
402,603359,东珠景观,1.31,20.18,,15.4,,24281.32,31.09,10派5转4,04-20,2017_4
403,002757,南兴装备,0.99,62.93,,13.18,,10818.87,62.93,10派3,04-20,2017_4
404,002283,天润曲轴,0.3,76.47,,8.98,,33513.34,72.49,10派0.3,04-20,2017_4
405,600981,汇鸿集团,0.33,10.0,,8.72,,73679.36,11.01,10派1.5,04-20,2017_4
406,002311,海大集团,0.78,41.82,,20.01,,120722.52,41.06,10派2.5,04-20,2017_4
407,002868,绿康生化,0.78,-24.27,,15.77,,8592.5,-6.97,10派2.5,04-20,2017_4
408,002363,隆基机械,0.14,-12.5,,2.94,,5607.41,-6.79,10派0.2,04-20,2017_4
409,601216,君正集团,0.25,35.64,,14.63,,214808.6,35.62,10派0.3,04-20,2017_4
410,300456,耐威科技,0.26,-22.45,,3.51,,4843.44,-17.99,10派0.5转5,04-20,2017_4
411,002919,名臣健康,0.79,1.28,,16.09,,4850.89,2.32,,04-20,2017_4
412,300553,集智股份,0.46,-36.11,,6.97,,2204.12,-19.23,,04-20,2017_4
413,300573,兴齐眼药,0.49,-45.56,,7.36,,3943.71,-27.34,10派2.5,04-20,2017_4
414,300119,瑞普生物,0.26,-23.01,,5.46,,10489.52,-21.0,10派1.5,04-20,2017_4
415,000088,盐田港,0.21,16.02,,6.63,,40435.52,14.93,10派0.21,04-20,2017_4
416,002041,登海种业,0.19,-62.31,,6.08,,16670.31,-62.3,10派0.52,04-20,2017_4
417,002562,兄弟科技,0.76,137.5,,20.88,,40304.27,140.38,10派2转6,04-20,2017_4
418,002096,南岭民爆,0.07,-22.22,,1.32,,2704.51,-20.11,10派0.2,04-20,2017_4
419,603200,上海洗霸,0.87,-18.76,,10.18,,5750.68,-2.97,10派8,04-20,2017_4
420,603283,赛腾股份,0.8,100.0,,27.4,,9566.91,99.11,,04-20,2017_4
421,300726,宏达电子,0.55,0.68,,21.73,,19983.85,1.8,,04-20,2017_4
422,002763,汇洁股份,0.57,-32.94,,13.26,,22231.86,21.27,10派3,04-20,2017_4
423,300347,泰格医药,0.6,100.6,,13.89,,30101.39,114.01,10派2,04-20,2017_4
424,000709,河钢股份,0.17,13.33,,4.02,,181706.24,16.82,10派1,04-20,2017_4
425,603601,再升科技,0.29,31.88,,9.95,,11357.54,40.52,10派1.6转4,04-20,2017_4
426,002316,键桥通讯,-0.06,-1052.31,,-2.88,,-2434.82,-1058.03,,04-20,2017_4
427,300418,昆仑万维,0.89,89.36,,16.39,,99866.61,87.9,10派0.87,04-20,2017_4
428,000825,太钢不锈,0.81,303.48,,18.72,,462188.51,303.43,10派2.43,04-20,2017_4
429,603860,中公高科,0.82,-24.07,,11.56,,4690.33,-13.03,10派1.407,04-20,2017_4
430,603890,春秋电子,1.56,1.3,,31.44,,15997.88,9.03,10派2转4,04-20,2017_4
431,300510,金冠电气,0.64,88.24,,9.0,,12565.5,122.92,,04-20,2017_4
432,300067,安诺其,0.13,-12.07,,7.69,,8491.91,3.74,10派0.5,04-20,2017_4
433,603987,康德莱,0.38,-38.71,,10.05,,11895.77,18.12,10派1.5转4,04-20,2017_4
434,300612,宣亚国际,0.72,-33.94,,18.07,,7495.65,27.67,,04-20,2017_4
435,000413,东旭光电,0.33,13.79,,7.09,,174366.68,40.63,10派0.7,04-20,2017_4
436,600766,园城黄金,0.01,0.0,,5.01,,263.77,-16.15,,04-20,2017_4
437,603227,雪峰科技,0.03,-152.83,,1.63,,1846.05,-174.23,10派0.1,04-20,2017_4
438,002722,金轮股份,0.49,-32.88,,5.07,,8573.57,-31.31,10派1,04-20,2017_4
439,002213,特尔佳,0.05,23.0,,2.8,,1012.77,26.87,,04-20,2017_4
440,002273,水晶光电,0.54,38.46,,11.68,,35602.15,40.35,10派1转3,04-20,2017_4
441,002327,富安娜,0.6,15.38,,17.05,,49346.7,12.4,10派2.5,04-20,2017_4
442,603758,秦安股份,0.45,-21.05,,8.92,,18806.11,-13.55,,04-20,2017_4
443,600010,包钢股份,0.05,1638.46,,4.27,,206125.55,2324.05,10派0.05,04-20,2017_4
444,600526,菲达环保,-0.3,-475.0,,-6.83,,-16673.96,-475.27,,04-20,2017_4
445,600551,时代出版,0.59,-25.43,,5.96,,30019.23,-25.43,10派1.79,04-20,2017_4
446,000906,浙商中拓,0.34,6.25,,9.76,,17325.14,38.22,10派1转3,04-20,2017_4
447,002450,康得新,0.7,16.67,,14.77,,247438.18,26.06,10派0.7,04-20,2017_4
448,601952,苏垦农发,0.59,-6.35,,13.87,,55719.53,10.33,10派2转3,04-20,2017_4
449,600180,瑞茂通,0.7,34.58,,14.35,,71512.49,34.69,10派0.704,04-20,2017_4
450,002550,千红制药,0.14,-22.22,,7.62,,18300.49,-18.47,10派0.8,04-20,2017_4
451,300162,雷曼股份,0.06,-33.33,,1.83,,2031.53,-33.96,10派1,04-20,2017_4
452,600232,金鹰股份,0.07,-12.5,,2.16,,2525.14,-13.09,10派1,04-20,2017_4
453,603181,皇马科技,0.89,48.33,,16.58,,14775.96,63.94,,04-20,2017_4
454,002670,国盛金控,0.39,-51.02,,4.85,,58064.25,16.56,10派0.1转3,04-20,2017_4
455,300281,金明精机,0.14,7.69,,4.04,,3639.81,11.42,10派0.21转5,04-20,2017_4
456,002751,易尚展示,0.34,209.09,,10.28,,4748.98,214.16,10派0.7,04-20,2017_4
457,300333,兆日科技,0.06,-0.88,,2.22,,1894.43,-0.83,10派1.2,04-20,2017_4
458,300412,迦南科技,0.17,-64.58,,5.74,,4396.39,-22.92,10派1.1,04-19,2017_4
459,002903,宇环数控,1.0,-6.54,,22.22,,7897.98,-1.72,,04-19,2017_4
460,600740,山西焦化,0.12,107.97,,4.41,,9191.97,107.89,,04-19,2017_4
461,002151,北斗星通,0.21,90.91,,2.43,,10491.17,102.99,10派0.7,04-19,2017_4
462,600406,国电南瑞,0.79,31.67,,16.38,,324052.27,123.92,10派3.6,04-19,2017_4
463,603856,东宏股份,0.78,18.18,,12.59,,12190.21,24.76,,04-19,2017_4
464,002022,科华生物,0.42,-6.31,,11.33,,21775.99,-6.3,10派0.65,04-19,2017_4
465,603099,长白山,0.27,0.0,,7.69,,7079.24,-0.45,10派0.27,04-19,2017_4
466,002778,高科石化,0.34,-10.53,,5.02,,3067.04,-9.85,10派0.7,04-19,2017_4
467,300020,银江股份,0.21,-8.7,,4.59,,13865.42,-9.6,10派0.5,04-19,2017_4
468,603577,汇金通,0.27,-62.39,,5.58,,4769.92,-24.77,10派0.82,04-19,2017_4
469,300167,迪威迅,-0.02,-119.92,,-0.81,,-584.99,-119.91,,04-19,2017_4
470,300195,长荣股份,0.36,-10.0,,4.15,,14830.75,9.33,,04-19,2017_4
471,603022,新通联,0.13,-13.33,,4.28,,2501.0,-14.44,10派0.38,04-19,2017_4
472,603458,勘设股份,3.18,84.88,,26.52,,32944.88,105.15,,04-19,2017_4
473,300402,宝色股份,0.05,-110.2,,1.76,,1053.82,-110.58,10派0.11,04-19,2017_4
474,600444,国机通用,1.14,987.9,,39.24,,16725.99,987.76,,04-19,2017_4
475,603880,南卫股份,0.57,-17.39,,13.14,,4760.14,-8.42,,04-19,2017_4
476,300113,顺网科技,0.74,-2.63,,18.87,,51233.78,-1.66,10派2,04-19,2017_4
477,603585,苏利股份,1.5,-37.5,,15.71,,22458.03,21.23,10派5转2,04-19,2017_4
478,002566,益盛药业,0.18,354.89,,3.39,,6006.96,355.27,10派0.5,04-19,2017_4
479,600345,长江通信,1.32,312.5,,18.27,,26084.6,310.58,10派4,04-19,2017_4
480,002857,三晖电气,0.44,-34.33,,8.96,,3325.4,-17.03,,04-19,2017_4
481,600148,长春一东,0.13,51.34,,4.67,,1798.43,47.89,10派0.985,04-19,2017_4
482,002634,棒杰股份,0.1,11.11,,7.12,,4826.13,19.46,10派0.5,04-19,2017_4
483,600820,隧道股份,0.58,9.43,,9.78,,181002.88,9.5,10派1.8,04-19,2017_4
484,300277,海联讯,0.02,-76.79,,1.26,,605.33,-76.83,10派0.15,04-19,2017_4
485,300134,大富科技,-0.67,-472.22,,-9.17,,-51175.78,-510.5,,04-19,2017_4
486,300642,透景生命,2.31,6.45,,18.79,,12681.5,29.71,10派4转5,04-19,2017_4
487,000791,甘肃电投,0.25,-324.53,,4.99,,24614.73,-330.6,10派0.77,04-19,2017_4
488,300290,荣科科技,0.06,-41.87,,2.46,,1882.01,-41.91,10派0.12,04-19,2017_4
489,002826,易明医药,0.32,-15.79,,10.46,,6047.66,9.25,,04-19,2017_4
490,300039,上海凯宝,0.25,-25.29,,11.79,,27230.47,-3.65,10派1,04-19,2017_4
491,002689,远大智能,0.04,-50.13,,2.46,,3573.54,-49.04,10派1转1,04-19,2017_4
492,300472,新元科技,0.21,10.53,,5.3,,2089.0,28.98,10派0.32,04-19,2017_4
493,300370,安控科技,0.11,-29.38,,8.08,,10625.12,23.09,10派0.22,04-18,2017_4
494,002481,双塔食品,0.03,-40.0,,1.42,,3689.92,-35.18,10派0.1,04-18,2017_4
495,002655,共达电声,-0.49,-1080.0,,-31.47,,-17491.85,-1071.33,,04-18,2017_4
496,603326,我乐家居,0.6,5.26,,16.03,,8376.55,21.86,10派1.6转4,04-18,2017_4
497,300319,麦捷科技,-0.5,-168.49,,-17.05,,-35119.86,-324.46,,04-18,2017_4
498,002315,焦点科技,0.31,-67.06,,3.92,,7315.42,-34.12,10派5,04-18,2017_4
499,601900,南方传媒,0.72,35.85,,14.68,,61142.36,44.8,10派2.048,04-18,2017_4
500,002516,旷达科技,0.26,10.68,,10.1,,38474.9,27.7,10派1,04-18,2017_4
501,603056,德邦股份,0.64,45.45,,19.53,,54662.26,43.87,10派1.71,04-18,2017_4
502,300632,光莆股份,0.48,-2.79,,11.78,,5228.01,21.51,10派0.8转3,04-18,2017_4
503,600839,四川长虹,0.08,-35.77,,2.79,,35639.24,-35.76,10派0.12,04-18,2017_4
504,600884,杉杉股份,0.8,97.52,,9.66,,89611.51,171.42,10派0.6,04-18,2017_4
505,002549,凯美特气,0.08,177.33,,5.95,,5188.75,146.01,10派0.5,04-18,2017_4
506,603239,浙江仙通,0.63,-71.62,,18.36,,17013.56,13.3,10派5,04-18,2017_4
507,300235,方直科技,0.05,-58.33,,1.69,,882.25,-52.08,,04-18,2017_4
508,300738,奥飞数据,1.28,9.4,,26.58,,6273.27,12.89,,04-18,2017_4
509,600824,益民集团,0.13,-6.99,,6.69,,14010.57,-7.11,10派0.4,04-18,2017_4
510,000633,合金投资,-0.06,-189.8,,-13.93,,-2370.9,-189.78,,04-18,2017_4
511,002750,龙津药业,0.09,-61.37,,5.43,,3515.95,-61.38,10派0.3,04-18,2017_4
512,600385,山东金泰,-0.04,-300.0,,-8.94,,-636.58,-372.86,,04-18,2017_4
513,002246,北化股份,0.21,5.0,,5.77,,10848.09,29.19,10派0.4,04-18,2017_4
514,603617,君禾股份,0.66,-10.81,,16.85,,5628.17,2.01,10派2,04-18,2017_4
515,002309,中利集团,0.48,300.0,,5.25,,30553.74,311.49,10派1,04-18,2017_4
516,300625,三雄极光,0.97,-17.09,,14.09,,25556.39,3.65,,04-18,2017_4
517,600212,江泉实业,0.02,-71.76,,1.68,,1258.52,-71.75,,04-18,2017_4
518,603416,信捷电气,0.88,-33.83,,14.1,,12380.9,23.57,,04-18,2017_4
519,603515,欧普照明,1.18,25.04,,20.22,,68110.04,34.48,,04-18,2017_4
520,603683,晶华新材,0.41,-24.45,,7.77,,4157.75,-19.36,,04-18,2017_4
521,603888,新华网,0.55,-67.65,,11.1,,28396.13,1.37,10派2,04-18,2017_4
522,300578,会畅通讯,0.49,-15.52,,12.39,,3425.12,8.79,10派1转8,04-18,2017_4
523,603023,威帝股份,0.19,-24.0,,12.57,,6864.1,-24.31,10派1,04-18,2017_4
524,002687,乔治白,0.21,16.67,,7.5,,7528.63,19.62,10派1.5,04-18,2017_4
525,000625,长安汽车,1.49,-31.96,,15.65,,713723.47,-30.61,10派4.46,04-18,2017_4
526,000713,丰乐种业,0.04,-44.29,,0.84,,1165.76,-45.48,,04-18,2017_4
527,603606,东方电缆,0.16,-5.88,,5.77,,5019.36,-3.2,10派0.6转3.5,04-18,2017_4
528,600152,维科精华,0.04,-120.42,,1.79,,1662.82,-125.82,,04-18,2017_4
529,603238,诺邦股份,0.45,-31.82,,7.38,,5157.29,-13.2,10派1,04-18,2017_4
530,002726,龙大肉食,0.25,-52.83,,10.31,,18812.1,-19.18,10派0.5,04-18,2017_4
531,002218,拓日新能,0.13,-38.1,,5.89,,16316.39,26.77,10派0.3,04-18,2017_4
532,002789,建艺集团,1.13,4.63,,8.1,,9145.65,11.19,10派1.38转7,04-18,2017_4
533,603709,中源家居,1.38,13.11,,51.63,,8268.17,12.92,,04-18,2017_4
534,300029,天龙光电,0.34,-217.54,,30.26,,6702.19,-217.56,,04-18,2017_4
535,002453,天马精化,0.03,-105.56,,1.52,,1566.59,-105.1,,04-18,2017_4
536,603968,醋化股份,0.79,9.72,,12.53,,16079.09,8.84,10派3.8,04-18,2017_4
537,300624,万兴科技,1.14,-2.56,,27.71,,6860.07,-2.6,10派2,04-18,2017_4
538,000524,岭南控股,0.28,154.55,,8.77,,17735.93,479.32,10派2.73,04-18,2017_4
539,600383,金地集团,1.52,8.57,,17.62,,684267.64,8.61,10派5.3,04-18,2017_4
540,600867,通化东宝,0.49,6.52,,19.79,,83655.36,30.52,10派2送2,04-18,2017_4
541,603605,珀莱雅,1.3,27.45,,27.93,,20078.58,30.7,,04-18,2017_4
542,300380,安硕信息,0.09,-164.29,,3.19,,1266.13,-164.95,10派0.2,04-18,2017_4
543,002321,华英农业,0.11,-32.92,,2.51,,6126.39,-33.02,10派0.5,04-18,2017_4
544,300444,双杰电气,0.35,0.98,,9.96,,10454.39,7.82,10派0.6转8,04-18,2017_4
545,300513,恒泰实达,0.3,-47.58,,6.61,,3703.55,-6.34,,04-18,2017_4
546,002543,万和电气,0.94,-4.12,,13.03,,41340.05,-4.12,10派5转3,04-18,2017_4
547,002129,中环股份,0.22,45.46,,5.39,,58454.08,45.41,10派0.2,04-18,2017_4
548,002157,正邦科技,0.23,-55.77,,8.63,,52574.65,-49.74,10派0.5,04-18,2017_4
549,002732,燕塘乳业,0.77,14.93,,13.44,,12076.78,13.84,10派6,04-18,2017_4
550,603569,长久物流,0.98,1.03,,19.79,,39384.35,8.67,10派1.97转4,04-18,2017_4
551,300363,博腾股份,0.25,-39.02,,8.12,,10744.99,-37.23,10派0.26,04-18,2017_4
552,300051,三五互联,0.18,12.5,,7.09,,6732.6,18.35,,04-18,2017_4
553,300136,信维通信,0.91,63.59,,37.66,,88904.61,67.25,10派0.8,04-18,2017_4
554,603266,天龙股份,0.8,-25.93,,10.45,,7847.72,-3.18,10派2.5转4,04-18,2017_4
555,300264,佳创视讯,-0.18,-700.0,,-12.71,,-7373.16,-640.37,,04-18,2017_4
556,300295,三六五网,0.49,-12.5,,8.84,,9411.29,-13.14,10派1,04-18,2017_4
557,603722,阿科力,0.73,2.82,,15.74,,5001.4,8.75,,04-18,2017_4
558,600737,中粮糖业,0.36,43.71,,10.7,,74009.02,43.69,10派1.7,04-18,2017_4
559,002237,恒邦股份,0.4,81.82,,9.02,,36095.63,77.54,10派1,04-18,2017_4
560,300348,长亮科技,0.3,-16.67,,8.88,,8768.65,-13.4,10派0.6,04-18,2017_4
561,000801,四川九洲,0.01,-96.19,,0.31,,728.54,-96.18,10派0.2,04-18,2017_4
562,000980,众泰汽车,0.71,346.31,,9.3,,113628.29,1209.32,10派0.15,04-18,2017_4
563,300207,欣旺达,0.43,19.44,,20.81,,54380.06,20.86,10派2,04-18,2017_4
564,002105,信隆健康,0.12,61.04,,9.61,,4579.1,60.38,10派0.6,04-18,2017_4
565,300448,浩云科技,0.54,22.73,,12.77,,11118.51,27.56,10派1.02转8,04-18,2017_4
566,600578,京能电力,0.08,-71.43,,2.41,,53413.09,-68.31,10派0.6,04-18,2017_4
567,600599,熊猫金控,0.12,0.0,,2.79,,2005.68,-3.17,10派0.4,04-18,2017_4
568,601958,金钼股份,0.03,50.0,,0.84,,10727.41,99.03,10派0.4,04-18,2017_4
569,600712,南宁百货,0.0,-105.5,,0.17,,177.08,-105.17,10派0.03,04-18,2017_4
570,002086,东方海洋,0.18,61.94,,4.25,,12405.41,61.91,,04-18,2017_4
